date,n,day-of-week,predicted-n,residual
2013-03-11,980,Mon,974.8076923076926,5.192307692307395
2013-03-12,966,Tue,951.358490566038,14.641509433962028
2013-03-13,974,Wed,962.692307692308,11.307692307692037
2013-03-14,982,Thu,965.7500000000003,16.24999999999966
2013-03-15,979,Fri,967.4615384615388,11.538461538461206
2013-03-16,767,Sat,744.6153846153848,22.384615384615245
2013-03-17,907,Sun,891.4807692307695,15.51923076923049
2013-03-18,981,Mon,974.8076923076926,6.192307692307395
2013-03-19,967,Tue,951.358490566038,15.641509433962028
2013-03-20,970,Wed,962.692307692308,7.307692307692037
2013-03-21,980,Thu,965.7500000000003,14.249999999999659
2013-03-22,977,Fri,967.4615384615388,9.538461538461206
2013-03-23,767,Sat,744.6153846153848,22.384615384615245
2013-03-24,905,Sun,891.4807692307695,13.51923076923049
2013-03-25,978,Mon,974.8076923076926,3.192307692307395
2013-03-26,973,Tue,951.358490566038,21.641509433962028
2013-03-27,977,Wed,962.692307692308,14.307692307692037
2013-03-28,982,Thu,965.7500000000003,16.24999999999966
2013-03-29,974,Fri,967.4615384615388,6.538461538461206
2013-03-30,769,Sat,744.6153846153848,24.384615384615245
2013-03-31,897,Sun,891.4807692307695,5.519230769230489
2013-04-01,970,Mon,974.8076923076926,-4.807692307692605
2013-04-02,983,Tue,951.358490566038,31.641509433962028
2013-04-03,992,Wed,962.692307692308,29.307692307692037
2013-04-04,985,Thu,965.7500000000003,19.24999999999966
2013-04-05,981,Fri,967.4615384615388,13.538461538461206
2013-04-06,770,Sat,744.6153846153848,25.384615384615245
2013-04-07,911,Sun,891.4807692307695,19.51923076923049
2013-04-08,981,Mon,974.8076923076926,6.192307692307395
2013-04-09,975,Tue,951.358490566038,23.641509433962028
2013-04-10,989,Wed,962.692307692308,26.307692307692037
2013-04-11,992,Thu,965.7500000000003,26.24999999999966
2013-04-12,989,Fri,967.4615384615388,21.538461538461206
2013-04-13,770,Sat,744.6153846153848,25.384615384615245
2013-04-14,917,Sun,891.4807692307695,25.51923076923049
2013-04-15,995,Mon,974.8076923076926,20.192307692307395
2013-04-16,974,Tue,951.358490566038,22.641509433962028
2013-04-17,988,Wed,962.692307692308,25.307692307692037
2013-04-18,992,Thu,965.7500000000003,26.24999999999966
2013-04-19,988,Fri,967.4615384615388,20.538461538461206
2013-04-20,766,Sat,744.6153846153848,21.384615384615245
2013-04-21,919,Sun,891.4807692307695,27.51923076923049
2013-04-22,985,Mon,974.8076923076926,10.192307692307395
2013-04-23,965,Tue,951.358490566038,13.641509433962028
2013-04-24,976,Wed,962.692307692308,13.307692307692037
2013-04-25,983,Thu,965.7500000000003,17.24999999999966
2013-04-26,981,Fri,967.4615384615388,13.538461538461206
2013-04-27,757,Sat,744.6153846153848,12.384615384615245
2013-04-28,913,Sun,891.4807692307695,21.51923076923049
2013-04-29,983,Mon,974.8076923076926,8.192307692307395
2013-04-30,960,Tue,951.358490566038,8.641509433962028
2013-05-01,964,Wed,962.692307692308,1.3076923076920366
2013-05-02,983,Thu,965.7500000000003,17.24999999999966
2013-05-03,978,Fri,967.4615384615388,10.538461538461206
2013-05-04,745,Sat,744.6153846153848,0.3846153846152447
2013-05-05,912,Sun,891.4807692307695,20.51923076923049
2013-05-06,980,Mon,974.8076923076926,5.192307692307395
2013-05-07,955,Tue,951.358490566038,3.641509433962028
2013-05-08,965,Wed,962.692307692308,2.3076923076920366
2013-05-09,981,Thu,965.7500000000003,15.249999999999659
2013-05-10,978,Fri,967.4615384615388,10.538461538461206
2013-05-11,738,Sat,744.6153846153848,-6.615384615384755
2013-05-12,896,Sun,891.4807692307695,4.519230769230489
2013-05-13,979,Mon,974.8076923076926,4.192307692307395
2013-05-14,955,Tue,951.358490566038,3.641509433962028
2013-05-15,967,Wed,962.692307692308,4.307692307692037
2013-05-16,982,Thu,965.7500000000003,16.24999999999966
2013-05-17,980,Fri,967.4615384615388,12.538461538461206
2013-05-18,749,Sat,744.6153846153848,4.384615384615245
2013-05-19,911,Sun,891.4807692307695,19.51923076923049
2013-05-20,983,Mon,974.8076923076926,8.192307692307395
2013-05-21,962,Tue,951.358490566038,10.641509433962028
2013-05-22,972,Wed,962.692307692308,9.307692307692037
2013-05-23,988,Thu,965.7500000000003,22.24999999999966
2013-05-24,978,Fri,967.4615384615388,10.538461538461206
2013-05-25,728,Sat,744.6153846153848,-16.615384615384755
2013-05-26,729,Sun,891.4807692307695,-162.4807692307695
2013-05-27,928,Mon,974.8076923076926,-46.807692307692605
2013-05-28,981,Tue,951.358490566038,29.641509433962028
2013-05-29,974,Wed,962.692307692308,11.307692307692037
2013-05-30,989,Thu,965.7500000000003,23.24999999999966
2013-05-31,986,Fri,967.4615384615388,18.538461538461206
2013-06-01,754,Sat,744.6153846153848,9.384615384615245
2013-06-02,911,Sun,891.4807692307695,19.51923076923049
2013-06-03,982,Mon,974.8076923076926,7.192307692307395
2013-06-04,960,Tue,951.358490566038,8.641509433962028
2013-06-05,970,Wed,962.692307692308,7.307692307692037
2013-06-06,976,Thu,965.7500000000003,10.249999999999659
2013-06-07,975,Fri,967.4615384615388,7.538461538461206
2013-06-08,779,Sat,744.6153846153848,34.384615384615245
2013-06-09,908,Sun,891.4807692307695,16.51923076923049
2013-06-10,987,Mon,974.8076923076926,12.192307692307395
2013-06-11,980,Tue,951.358490566038,28.641509433962028
2013-06-12,983,Wed,962.692307692308,20.307692307692037
2013-06-13,989,Thu,965.7500000000003,23.24999999999966
2013-06-14,989,Fri,967.4615384615388,21.538461538461206
2013-06-15,801,Sat,744.6153846153848,56.384615384615245
2013-06-16,918,Sun,891.4807692307695,26.51923076923049
2013-06-17,990,Mon,974.8076923076926,15.192307692307395
2013-06-18,982,Tue,951.358490566038,30.641509433962028
2013-06-19,985,Wed,962.692307692308,22.307692307692037
2013-06-20,995,Thu,965.7500000000003,29.24999999999966
2013-06-21,993,Fri,967.4615384615388,25.538461538461206
2013-06-22,812,Sat,744.6153846153848,67.38461538461524
2013-06-23,923,Sun,891.4807692307695,31.51923076923049
2013-06-24,994,Mon,974.8076923076926,19.192307692307395
2013-06-25,993,Tue,951.358490566038,41.64150943396203
2013-06-26,995,Wed,962.692307692308,32.30769230769204
2013-06-27,995,Thu,965.7500000000003,29.24999999999966
2013-06-28,994,Fri,967.4615384615388,26.538461538461206
2013-06-29,812,Sat,744.6153846153848,67.38461538461524
2013-06-30,918,Sun,891.4807692307695,26.51923076923049
2013-07-01,966,Mon,974.8076923076926,-8.807692307692605
2013-07-02,945,Tue,951.358490566038,-6.358490566037972
2013-07-03,983,Wed,962.692307692308,20.307692307692037
2013-07-04,737,Thu,965.7500000000003,-228.75000000000034
2013-07-05,822,Fri,967.4615384615388,-145.4615384615388
2013-07-06,805,Sat,744.6153846153848,60.384615384615245
2013-07-07,934,Sun,891.4807692307695,42.51923076923049
2013-07-08,1004,Mon,974.8076923076926,29.192307692307395
2013-07-09,1001,Tue,951.358490566038,49.64150943396203
2013-07-10,1004,Wed,962.692307692308,41.30769230769204
2013-07-11,1006,Thu,965.7500000000003,40.24999999999966
2013-07-12,1002,Fri,967.4615384615388,34.538461538461206
2013-07-13,811,Sat,744.6153846153848,66.38461538461524
2013-07-14,931,Sun,891.4807692307695,39.51923076923049
2013-07-15,999,Mon,974.8076923076926,24.192307692307395
2013-07-16,996,Tue,951.358490566038,44.64150943396203
2013-07-17,1001,Wed,962.692307692308,38.30769230769204
2013-07-18,1003,Thu,965.7500000000003,37.24999999999966
2013-07-19,999,Fri,967.4615384615388,31.538461538461206
2013-07-20,810,Sat,744.6153846153848,65.38461538461524
2013-07-21,929,Sun,891.4807692307695,37.51923076923049
2013-07-22,1000,Mon,974.8076923076926,25.192307692307395
2013-07-23,997,Tue,951.358490566038,45.64150943396203
2013-07-24,1000,Wed,962.692307692308,37.30769230769204
2013-07-25,1003,Thu,965.7500000000003,37.24999999999966
2013-07-26,999,Fri,967.4615384615388,31.538461538461206
2013-07-27,811,Sat,744.6153846153848,66.38461538461524
2013-07-28,930,Sun,891.4807692307695,38.51923076923049
2013-07-29,999,Mon,974.8076923076926,24.192307692307395
2013-07-30,997,Tue,951.358490566038,45.64150943396203
2013-07-31,1001,Wed,962.692307692308,38.30769230769204
2013-08-01,1000,Thu,965.7500000000003,34.24999999999966
2013-08-02,999,Fri,967.4615384615388,31.538461538461206
2013-08-03,809,Sat,744.6153846153848,64.38461538461524
2013-08-04,929,Sun,891.4807692307695,37.51923076923049
2013-08-05,1000,Mon,974.8076923076926,25.192307692307395
2013-08-06,996,Tue,951.358490566038,44.64150943396203
2013-08-07,1001,Wed,962.692307692308,38.30769230769204
2013-08-08,1001,Thu,965.7500000000003,35.24999999999966
2013-08-09,999,Fri,967.4615384615388,31.538461538461206
2013-08-10,807,Sat,744.6153846153848,62.384615384615245
2013-08-11,929,Sun,891.4807692307695,37.51923076923049
2013-08-12,1001,Mon,974.8076923076926,26.192307692307395
2013-08-13,995,Tue,951.358490566038,43.64150943396203
2013-08-14,997,Wed,962.692307692308,34.30769230769204
2013-08-15,1000,Thu,965.7500000000003,34.24999999999966
2013-08-16,998,Fri,967.4615384615388,30.538461538461206
2013-08-17,780,Sat,744.6153846153848,35.384615384615245
2013-08-18,914,Sun,891.4807692307695,22.51923076923049
2013-08-19,996,Mon,974.8076923076926,21.192307692307395
2013-08-20,986,Tue,951.358490566038,34.64150943396203
2013-08-21,990,Wed,962.692307692308,27.307692307692037
2013-08-22,990,Thu,965.7500000000003,24.24999999999966
2013-08-23,989,Fri,967.4615384615388,21.538461538461206
2013-08-24,774,Sat,744.6153846153848,29.384615384615245
2013-08-25,903,Sun,891.4807692307695,11.51923076923049
2013-08-26,982,Mon,974.8076923076926,7.192307692307395
2013-08-27,965,Tue,951.358490566038,13.641509433962028
2013-08-28,973,Wed,962.692307692308,10.307692307692037
2013-08-29,979,Thu,965.7500000000003,13.249999999999659
2013-08-30,965,Fri,967.4615384615388,-2.461538461538794
2013-08-31,680,Sat,744.6153846153848,-64.61538461538476
2013-09-01,718,Sun,891.4807692307695,-173.4807692307695
2013-09-02,929,Mon,974.8076923076926,-45.807692307692605
2013-09-03,956,Tue,951.358490566038,4.641509433962028
2013-09-04,948,Wed,962.692307692308,-14.692307692307963
2013-09-05,969,Thu,965.7500000000003,3.249999999999659
2013-09-06,967,Fri,967.4615384615388,-0.46153846153879385
2013-09-07,688,Sat,744.6153846153848,-56.615384615384755
2013-09-08,908,Sun,891.4807692307695,16.51923076923049
2013-09-09,991,Mon,974.8076923076926,16.192307692307395
2013-09-10,961,Tue,951.358490566038,9.641509433962028
2013-09-11,947,Wed,962.692307692308,-15.692307692307963
2013-09-12,992,Thu,965.7500000000003,26.24999999999966
2013-09-13,996,Fri,967.4615384615388,28.538461538461206
2013-09-14,686,Sat,744.6153846153848,-58.615384615384755
2013-09-15,900,Sun,891.4807692307695,8.51923076923049
2013-09-16,992,Mon,974.8076923076926,17.192307692307395
2013-09-17,961,Tue,951.358490566038,9.641509433962028
2013-09-18,972,Wed,962.692307692308,9.307692307692037
2013-09-19,992,Thu,965.7500000000003,26.24999999999966
2013-09-20,994,Fri,967.4615384615388,26.538461538461206
2013-09-21,693,Sat,744.6153846153848,-51.615384615384755
2013-09-22,904,Sun,891.4807692307695,12.51923076923049
2013-09-23,993,Mon,974.8076923076926,18.192307692307395
2013-09-24,960,Tue,951.358490566038,8.641509433962028
2013-09-25,976,Wed,962.692307692308,13.307692307692037
2013-09-26,996,Thu,965.7500000000003,30.24999999999966
2013-09-27,996,Fri,967.4615384615388,28.538461538461206
2013-09-28,682,Sat,744.6153846153848,-62.615384615384755
2013-09-29,914,Sun,891.4807692307695,22.51923076923049
2013-09-30,993,Mon,974.8076923076926,18.192307692307395
